id,invoice_number,po_id,supplier_id,lender_id,amount,invoice_date,due_date,description,invoice_fingerprint,status,is_fraudulent,fraud_type
1063,INV-202506-001063,1185.0,48,5,684562.55,2025-06-03,2025-07-03,Sharable leadingedge extranet,597273e619181af0661e502390ea8326,approved,False,
1064,INV-202510-001064,1186.0,48,1,2120852.86,2025-10-04,2025-11-03,Right-sized context-sensitive pricing structure,19ea063e9d40e393cdf2d8e786e84f94,approved,False,
1065,INV-202601-001065,1187.0,48,6,2586054.9,2026-01-17,2026-02-16,Down-sized fresh-thinking architecture,6d6a857f9167ee3ae4c7ccda1fd4b38c,approved,False,
1066,INV-202512-001066,1188.0,48,4,2682146.35,2025-12-24,2026-01-23,Open-source incremental concept,3410d65fe3c20912557d7e4c1dac41b4,approved,False,
1067,INV-202507-001067,1189.0,75,2,3717700.11,2025-07-28,2025-08-27,Pre-emptive logistical strategy,939303a46a5dd33be2a12a2b41aa2bed,approved,False,
1068,INV-202508-001068,1190.0,75,3,4390489.12,2025-08-24,2025-09-23,Secured even-keeled website,27e92d591e656f3dd7f796cec6f2715f,approved,False,
1069,INV-202604-001069,1191.0,75,4,2608160.45,2026-04-03,2026-05-03,Re-contextualized content-based parallelism,5b81b06e9bcd146e6b66b56eecb5a817,approved,False,
1070,INV-202603-001070,1192.0,75,5,1433353.56,2026-03-20,2026-04-19,Expanded fault-tolerant open system,f00699fb81dcc68e105e0eb7166913e5,paid,False,
1071,INV-202507-001071,1193.0,75,4,2182995.94,2025-07-26,2025-08-25,Cloned interactive complexity,dfd82f6fd7897f00a2c6049920a3af03,paid,False,
1072,INV-202601-001072,1194.0,86,4,93345.67,2026-01-21,2026-02-20,Profit-focused client-server focus group,454208cc0460bb73fad861769f2cfe3b,paid,False,
1073,INV-202506-001073,1195.0,86,5,47362.89,2025-06-30,2025-07-30,Multi-layered dynamic contingency,dab35a96f76f5990c2186653267150ee,approved,False,
1074,INV-202506-001074,1196.0,86,5,77158.58,2025-06-07,2025-07-07,Advanced maximized framework,522feccf31d4964c47c4a7570139a2e5,approved,False,
1075,INV-202601-001075,1197.0,86,2,105196.91,2026-01-29,2026-02-28,Reverse-engineered local superstructure,f7ca88ed9b58385b905b12d7dc2b1ff9,approved,False,
1076,INV-202601-001076,1198.0,86,1,198241.27,2026-01-28,2026-02-27,Upgradable demand-driven functionalities,82215a3e7c20626128445d015d7e2d4b,approved,False,
1077,INV-202602-001077,1199.0,86,5,202050.83,2026-02-11,2026-03-13,Virtual multimedia task-force,4c33ef4724fac1dc8fedd1656225865d,approved,False,
1078,INV-202511-001078,1200.0,86,2,39266.97,2025-11-22,2025-12-22,Organized needs-based infrastructure,3c3e931959eda640ced759ab6790e957,approved,False,
1079,INV-202506-001079,1201.0,86,4,193429.93,2025-06-16,2025-07-16,Persevering empowering capability,1ebbf2ce8e8dc630d1fc799fcbe6ceae,approved,False,
1080,INV-202509-001080,1202.0,86,3,188419.84,2025-09-15,2025-10-15,Exclusive multi-state framework,06b16ee0de0c2a98e4583a57692f663a,approved,False,
1081,INV-202509-001081,1203.0,86,1,168385.42,2025-09-17,2025-10-17,Digitized interactive function,a2bb74a0210b5c3584a5b6da2311c49d,approved,False,
1082,INV-202601-001082,1204.0,86,1,108381.6,2026-01-01,2026-01-31,Triple-buffered leadingedge budgetary management,c10c942e53cd75614151fbe91a6d2ac3,approved,False,
1083,INV-202504-001083,1205.0,86,3,203675.8,2025-04-03,2025-05-03,Versatile zero administration initiative,f298955d6aec6c436130fda6cb05d04f,approved,False,
1084,INV-202509-001084,1206.0,55,6,706569.0,2025-09-10,2025-10-10,User-centric neutral groupware,1cbe5be64890cf759ac8a940b7cd1eca,approved,False,
1085,INV-202510-001085,1208.0,73,5,1017077.5,2025-10-11,2025-11-10,Phased content-based architecture,0895c2e402cc93da0f409a9791adf215,paid,False,
1086,INV-202504-001086,1209.0,73,3,1348962.85,2025-04-30,2025-05-30,Configurable exuding adapter,3e9acdc7e4ac8f114cae299a872aac8d,approved,False,
1087,INV-202504-001087,1210.0,73,4,787496.69,2025-04-28,2025-05-28,Automated 24/7 methodology,8044eee6c3552bd7678d15a0e5dcafa4,paid,False,
1088,INV-202512-001088,1211.0,73,1,991076.62,2025-12-04,2026-01-03,Robust impactful extranet,a97b000f7ea4bda5e0eab2def419c28c,approved,False,
1089,INV-202504-001089,1212.0,73,1,1625310.24,2025-04-24,2025-05-24,Customizable object-oriented infrastructure,7468e25ef5fe9f877e5abef37d977320,approved,False,
1090,INV-202507-001090,1213.0,73,4,1824062.05,2025-07-06,2025-08-05,Enterprise-wide tangible circuit,471192d411814a2f12eeecbfa949612b,approved,False,
1091,INV-202601-001091,1214.0,73,5,496561.13,2026-01-28,2026-02-27,Profound clear-thinking forecast,5414348301eb569f4b020e54ae316913,approved,False,
1092,INV-202509-001092,1215.0,73,8,1366980.23,2025-09-10,2025-10-10,Total value-added Graphical User Interface,8bc5e681aeecf37057d1597fdf466fe4,paid,False,
1093,INV-202601-001093,1216.0,73,5,1684873.27,2026-01-29,2026-02-28,Stand-alone holistic toolset,ab6c51fb80bd8b09b1b7acaa7829f962,approved,False,
1094,INV-202508-001094,1217.0,76,5,398135.16,2025-08-19,2025-09-18,Profound responsive focus group,0870b32fcca4e57aaad482e84a3b94e8,paid,False,
1095,INV-202505-001095,1219.0,76,8,735425.83,2025-05-10,2025-06-09,Integrated 24hour middleware,daff29e9956cc8d21445bdb53ebebd5d,approved,False,
1096,INV-202509-001096,1220.0,76,8,783226.8,2025-09-17,2025-10-17,Integrated tertiary strategy,6ce64676c1bc8c70b37795c192889c8f,approved,False,
1097,INV-202510-001097,1221.0,76,3,164645.67,2025-10-05,2025-11-04,Multi-lateral demand-driven utilization,fac98b0cdd0c24b1dd7e1de5abb12eda,approved,False,
1098,INV-202508-001098,1222.0,76,5,112680.16,2025-08-21,2025-09-20,Virtual 6thgeneration service-desk,680ffbd4f05c4704aca59759f3ed0d45,approved,False,
1099,INV-202512-001099,1223.0,80,5,54714.25,2025-12-30,2026-01-29,Re-engineered background parallelism,a819de313ff50613ead11139c99fafc1,approved,False,
1100,INV-202602-001100,1224.0,80,2,335553.57,2026-02-27,2026-03-29,Multi-channeled real-time capacity,e974ec9257917bea72a6fd16761b6293,approved,True,dilution
1101,INV-202504-001101,1225.0,80,4,233503.83,2025-04-09,2025-05-09,Secured actuating data-warehouse,5ec92a55cd281c8eb404cbbcae35ed8c,paid,False,
1102,INV-202511-001102,1226.0,80,3,265492.2,2025-11-05,2025-12-05,Front-line empowering website,1ff700c1f97a53794923bf7d59fea3ba,paid,False,
1103,INV-202602-001103,1228.0,80,7,117206.38,2026-02-01,2026-03-03,Monitored 4thgeneration functionalities,3a8b8ce43973766abac5ca14e344b49c,paid,False,
1104,INV-202601-001104,1229.0,80,3,173103.43,2026-01-14,2026-02-13,Programmable multimedia matrices,2c654f0e0b51df6727e8a92dbe07d58b,approved,False,
1105,INV-202601-001105,1230.0,80,7,178556.88,2026-01-01,2026-01-31,Synergistic asynchronous knowledge user,19a512bf501381672893d0723f102441,approved,False,
1106,INV-202506-001106,1231.0,80,4,172970.65,2025-06-29,2025-07-29,Synergized neutral archive,3489e6996dcdc6271c68e1aea7f51dfc,approved,False,
1107,INV-202510-001107,1232.0,80,6,310116.73,2025-10-24,2025-11-23,Focused incremental time-frame,f48f88e731edbe39aaad5de93e7001f3,approved,False,
1108,INV-202508-001108,1233.0,80,4,154141.69,2025-08-13,2025-09-12,Enhanced high-level capacity,aa24b177b9d5dce28aa634369d471a03,approved,False,
1109,INV-202601-001109,1234.0,80,8,67726.15,2026-01-02,2026-02-01,Networked contextually-based matrix,665e8f8b4795aad02694d66e45179b34,approved,False,
1110,INV-202508-001110,1235.0,80,7,186594.25,2025-08-03,2025-09-02,User-centric national parallelism,3b34cc02c46bf9cf39c8b3cf032effcc,paid,True,dilution
1111,INV-202505-001111,1236.0,70,3,240501.09,2025-05-10,2025-06-09,Horizontal coherent installation,b403ae296cbc835ade523fa5d4a53f8d,approved,False,
1112,INV-202507-001112,1237.0,70,8,1051536.19,2025-07-30,2025-08-29,Profound actuating initiative,763ebbd9d9cb3611cac58b15881b75b7,approved,False,
1113,INV-202602-001113,1238.0,70,2,723702.94,2026-02-04,2026-03-06,Profit-focused global time-frame,16a014e2ddf5c85fb741a4ef29d205da,paid,False,
1114,INV-202602-001114,1239.0,70,4,1700491.68,2026-02-04,2026-03-06,Seamless zero tolerance functionalities,57b81ce6e271eb4ae5034c19ded67563,approved,False,
1115,INV-202504-001115,1240.0,70,1,1239908.24,2025-04-07,2025-05-07,Advanced hybrid website,ffc447dbf78475bc27c7455afe75eced,paid,False,
1116,INV-202508-001116,1241.0,70,8,1284355.37,2025-08-10,2025-09-09,Open-source upward-trending array,cee73f1eb18f3281021ca2b32b1ca72f,approved,False,
1117,INV-202511-001117,1242.0,70,2,1000041.79,2025-11-11,2025-12-11,Persevering multi-state artificial intelligence,e148254fb436bbdd34bdfeb5482cafa5,approved,False,
1118,INV-202603-001118,1243.0,70,4,1814332.01,2026-03-21,2026-04-20,Universal content-based core,27e244746542b63a1c8800a16c747010,approved,False,
1119,INV-202603-001119,1244.0,70,3,607345.36,2026-03-17,2026-04-16,Optional intermediate approach,7672761bb9f52354becd06fb1b7e7b6f,approved,False,
1120,INV-202603-001120,1246.0,70,6,1350461.57,2026-03-18,2026-04-17,Profound mobile info-mediaries,ebbbae434c93cde992b3e9ffef514dd8,approved,False,
1121,INV-202505-001121,1247.0,70,5,527356.34,2025-05-18,2025-06-17,Diverse local standardization,d1041500b8ab7b2160959033023ce668,approved,False,
1122,INV-202510-001122,1248.0,85,6,1075909.14,2025-10-08,2025-11-07,De-engineered executive alliance,9c51205734ab1de67837284121eac5a7,paid,False,
1123,INV-202511-001123,1249.0,85,2,2604506.52,2025-11-11,2025-12-11,User-friendly mission-critical data-warehouse,3a6c6c305b186dc68f555354ba4e9a2e,paid,False,
1124,INV-202506-001124,1250.0,85,3,3178246.56,2025-06-23,2025-07-23,Secured 24hour forecast,791744c087e1e155d91419aee81c7026,approved,False,
1125,INV-202512-001125,1251.0,85,3,1222303.61,2025-12-03,2026-01-02,Open-architected object-oriented firmware,018c67dcd78e6c23a95f3db14dddb069,approved,False,
1126,INV-202508-001126,1252.0,85,5,3042150.25,2025-08-11,2025-09-10,Adaptive directional synergy,fda9e22475442e5b4a88afb3ca88d139,paid,False,
1127,INV-202505-001127,1253.0,51,3,3195779.94,2025-05-21,2025-06-20,Profound leadingedge core,c01fa3f756e5f6ef71a00f150e8e401d,approved,False,
1128,INV-202511-001128,1254.0,51,4,970634.54,2025-11-10,2025-12-10,Exclusive human-resource Graphic Interface,0b1215c4d54786eeae75a638816a5ad3,approved,False,
1129,INV-202506-001129,1255.0,51,5,1607252.9,2025-06-28,2025-07-28,Sharable tertiary hub,9a86c519517c4cf9b543f3684e90544e,approved,False,
1130,INV-202505-001130,1256.0,51,3,3658852.11,2025-05-21,2025-06-20,Triple-buffered coherent toolset,f30332b8b890a80e6ebbc8e7ff331164,paid,False,
1131,INV-202509-001131,1257.0,51,1,3308616.75,2025-09-29,2025-10-29,Enhanced asymmetric database,67835258a25f4de9db6eb5e762bf29c2,paid,False,
1132,INV-202508-001132,1258.0,51,7,2907416.6,2025-08-19,2025-09-18,Secured 24hour projection,9ef7c9756ab57d5f2f8e41377a44fe1e,approved,False,
1133,INV-202602-001133,1259.0,51,2,910216.21,2026-02-09,2026-03-11,Quality-focused context-sensitive help-desk,114dd072dfb93c1e5d4dd91af82464ad,approved,False,
1134,INV-202510-001134,1260.0,51,3,493762.47,2025-10-26,2025-11-25,Exclusive zero-defect utilization,35f26b193552b95bb46fa3f0817aea43,approved,False,
1135,INV-202506-001135,1261.0,51,6,1702123.65,2025-06-01,2025-07-01,Future-proofed composite function,3a91cbabbaa436cf41f3ba676e5598e5,paid,False,
1136,INV-202510-001136,1262.0,45,4,884253.58,2025-10-06,2025-11-05,Right-sized tertiary knowledgebase,7980e698b00ac0bdabf1f663c0bc5b97,paid,False,
1137,INV-202601-001137,1263.0,45,8,882987.13,2026-01-04,2026-02-03,Innovative national moderator,efa6f647b863f910a001c64c43b1f07e,approved,False,
1138,INV-202505-001138,1264.0,45,1,2268211.17,2025-05-25,2025-06-24,Synchronized eco-centric archive,99d04c8deb751e66ee95de21e38984a9,approved,False,
1139,INV-202508-001139,1265.0,45,8,1454829.49,2025-08-14,2025-09-13,Horizontal executive circuit,054d16b0a5b11c65bacdd80e5212093c,approved,False,
1140,INV-202511-001140,1266.0,45,3,2061050.87,2025-11-09,2025-12-09,Synergistic bottom-line challenge,48e3bc54aa1a8c6d5eae573b7bbdb4ff,approved,False,
1141,INV-202507-001141,1267.0,45,2,1463849.64,2025-07-17,2025-08-16,Down-sized systemic hardware,4a69a35b4c8a3ca9ff4bd4e7d120b33f,paid,False,
1142,INV-202602-001142,1268.0,45,3,1430912.09,2026-02-07,2026-03-09,Object-based client-server capability,a81566fca2a46bd8efcfe3cee152dd17,approved,False,
1143,INV-202511-001143,1269.0,45,4,1330886.59,2025-11-24,2025-12-24,Persevering tangible task-force,2e368424efe6df8b446a8c78f9fc7109,approved,False,
1144,INV-202512-001144,1270.0,45,2,940484.15,2025-12-20,2026-01-19,Implemented homogeneous moderator,15ed598801878bcd64d02664318df2db,approved,False,
1145,INV-202505-001145,1271.0,45,2,2632604.72,2025-05-31,2025-06-30,Down-sized homogeneous attitude,30c841e1cf0cd92e443642590e57a0ad,approved,False,
1146,INV-202601-001146,1272.0,45,3,2416539.28,2026-01-22,2026-02-21,Fully-configurable human-resource core,36d0e9a27049d658f10137088079487d,approved,False,
1147,INV-202511-001147,1273.0,45,4,2040497.27,2025-11-22,2025-12-22,Quality-focused motivating customer loyalty,a3af0a2a172b6a2646195fcb974ea7ac,approved,False,
1148,INV-202511-001148,1274.0,47,2,853917.47,2025-11-11,2025-12-11,Enterprise-wide high-level application,d45af227c2f5c18edfe7d5cc02a08ec0,paid,False,
1149,INV-202512-001149,1275.0,47,7,811023.74,2025-12-24,2026-01-23,Exclusive context-sensitive structure,a190cb17839146a15b06d6e7a8d3bc58,paid,False,
1150,INV-202508-001150,1276.0,47,8,91434.54,2025-08-03,2025-09-02,Re-engineered client-server algorithm,8f0e7aa20650b981772b3b4760c1ea86,approved,False,
1151,INV-202604-001151,1277.0,47,1,218518.53,2026-04-22,2026-05-22,Extended stable attitude,ee0e3d82a2c5049225996304def4a3c0,approved,False,
1152,INV-202505-001152,1278.0,47,1,241046.65,2025-05-27,2025-06-26,Organized dynamic paradigm,afa64165da445533984ff9af7d1e1894,approved,False,
1153,INV-202507-001153,1279.0,47,2,516452.66,2025-07-03,2025-08-02,Multi-lateral fresh-thinking complexity,78c259f992143f09f7f8a9f63c20c203,approved,False,
1154,INV-202509-001154,1280.0,47,2,322327.96,2025-09-10,2025-10-10,Phased upward-trending methodology,1880aff0288fe78e6aac3151a2976af0,paid,False,
1155,INV-202505-001155,1281.0,47,6,107139.22,2025-05-16,2025-06-15,Programmable client-server strategy,ecbf4cef9b982e163513b69b51f44423,approved,False,
1156,INV-202508-001156,1282.0,47,1,319419.45,2025-08-12,2025-09-11,Profound foreground methodology,564d36037810998e49c73dd12df98f3f,approved,False,
1157,INV-202603-001157,1284.0,50,5,1723083.48,2026-03-08,2026-04-07,Inverse intermediate concept,ce532eedbe272da691ea631ad06f5099,approved,False,
1158,INV-202507-001158,1285.0,50,3,658562.75,2025-07-08,2025-08-07,Organized local protocol,1e2b3d79271e957611ca84cf0e013123,paid,False,
1159,INV-202601-001159,1286.0,50,5,2028852.91,2026-01-10,2026-02-09,Profound impactful workforce,d21880eeeefc5218cd866aecec2701ae,paid,False,
1160,INV-202601-001160,1287.0,50,3,1933649.36,2026-01-20,2026-02-19,Future-proofed interactive focus group,1c32b8858c54aa22096c6214b3c54bca,approved,False,
1161,INV-202601-001161,1288.0,50,1,3101476.4,2026-01-08,2026-02-07,Reactive real-time focus group,82105e95576bef648528dde63f819e4f,approved,False,
1162,INV-202511-001162,1289.0,50,7,1782061.08,2025-11-13,2025-12-13,Progressive upward-trending throughput,0c9b1993124eb45e59a32bf3ba128499,paid,False,
1163,INV-202510-001163,1290.0,50,1,782844.05,2025-10-02,2025-11-01,Visionary dynamic attitude,a4acc0773dfc9c96d1f9fc77465177df,approved,False,
1164,INV-202510-001164,1291.0,50,6,1634950.02,2025-10-21,2025-11-20,Intuitive intermediate middleware,9e0e8fd1a4cae4074715f9d0f84fcb69,approved,False,
1165,INV-202507-001165,1292.0,50,3,784163.14,2025-07-28,2025-08-27,Business-focused exuding array,854accff26734bc9f354e8faf7041347,approved,False,
1166,INV-202511-001166,1293.0,50,7,2135598.24,2025-11-12,2025-12-12,Integrated logistical structure,12f9d13ac519338447e9c6fd1606a888,approved,False,
1167,INV-202507-001167,1294.0,50,6,1145775.92,2025-07-15,2025-08-14,Customizable methodical approach,8eaa3831be9ad11dbae6ee9710ac685a,approved,False,
1168,INV-202508-001168,1295.0,57,3,3604250.44,2025-08-08,2025-09-07,Future-proofed regional neural-net,81a33eb817021a1e07c0ec735beec024,paid,False,
1169,INV-202507-001169,1296.0,57,1,3547514.45,2025-07-12,2025-08-11,Multi-channeled even-keeled access,330ea60a4ceb5db84b8eeeae1e238552,paid,False,
1170,INV-202509-001170,1297.0,57,7,3852238.78,2025-09-28,2025-10-28,Organic eco-centric installation,133f89b256f50a9d8701b0e340f1693d,paid,False,
1171,INV-202508-001171,1298.0,57,6,3271575.96,2025-08-29,2025-09-28,User-centric 4thgeneration toolset,918af8088aee318c9628233c38fc99b8,approved,False,
1172,INV-202602-001172,1299.0,57,3,2651299.12,2026-02-04,2026-03-06,Upgradable directional archive,dcea741f726514b11be4ea5e841f7bce,approved,False,
1173,INV-202506-001173,1300.0,169,1,73841.64,2025-06-11,2025-07-11,Synergistic optimizing capacity,dcb9ad805800331708f664e75db1d7ed,approved,False,
1174,INV-202503-001174,1301.0,169,2,52971.34,2025-03-16,2025-04-15,Focused global parallelism,72078712efd510eedb6b93d459ace341,paid,False,
1175,INV-202511-001175,1303.0,169,5,106338.07,2025-11-05,2025-12-05,Seamless 3rdgeneration flexibility,3b29a2aa6919267c3975b8eea9c7d1dc,approved,False,
1176,INV-202504-001176,1304.0,108,4,148633.48,2025-04-22,2025-05-22,Fundamental bi-directional complexity,2a10a74f50b4ab294a5584e566d14a7d,paid,False,
1177,INV-202507-001177,1305.0,108,4,128293.85,2025-07-28,2025-08-27,Centralized demand-driven orchestration,0b14d99b0e0ebd1c15dba5022cfcdc67,paid,False,
1178,INV-202506-001178,1306.0,108,4,232194.01,2025-06-21,2025-07-21,Exclusive methodical infrastructure,809b45bed2d9d4412ba5ae270e393066,approved,False,
1179,INV-202508-001179,1307.0,108,7,180041.96,2025-08-22,2025-09-21,Multi-tiered client-server adapter,a8d42762a8e9aadcfbf616f46e8c5390,paid,False,
1180,INV-202601-001180,1308.0,108,5,142350.85,2026-01-29,2026-02-28,Mandatory encompassing installation,8862bef1441088e50bd9306a401d5735,approved,False,
1181,INV-202504-001181,1309.0,108,7,184271.46,2025-04-25,2025-05-25,Compatible bifurcated flexibility,09f843dafbf8371687532f71096bf18c,approved,False,
1182,INV-202602-001182,1310.0,108,7,53827.88,2026-02-21,2026-03-23,Re-engineered intangible open system,a7830aee70d04e49b4c20cd43a2a07a0,approved,False,
1183,INV-202508-001183,1311.0,108,8,91608.37,2025-08-05,2025-09-04,User-centric human-resource flexibility,a195abed8444ac2e54ffd04f973bd8f6,approved,False,
1184,INV-202510-001184,1312.0,108,7,120284.21,2025-10-01,2025-10-31,Exclusive 24hour Internet solution,e5f7125acc556c4a0facd925e8a5328a,approved,False,
1185,INV-202506-001185,1313.0,108,5,29159.46,2025-06-06,2025-07-06,Reverse-engineered cohesive archive,5d44c7d8b81e0eb477954d74245565a9,approved,False,
1186,INV-202506-001186,1314.0,108,6,69008.62,2025-06-12,2025-07-12,Intuitive global core,5572cf5014c298273c9d8d9459f58774,approved,False,
1187,INV-202511-001187,1315.0,108,4,38240.28,2025-11-10,2025-12-10,Persistent executive array,76cddce2131d2e7f4620747215714bbe,approved,False,
1188,INV-202503-001188,1316.0,108,5,39807.39,2025-03-17,2025-04-16,Multi-layered high-level middleware,f2c31169439369e4ab5498813022d821,approved,False,
1189,INV-202602-001189,1317.0,148,1,137550.45,2026-02-22,2026-03-24,Assimilated global matrix,d9e6355bf7431f1b4505060075785d92,approved,False,
1190,INV-202510-001190,1318.0,148,3,592752.78,2025-10-04,2025-11-03,Persevering solution-oriented workforce,fbebf31582b9f897675b5a9aebb87c17,approved,False,
1191,INV-202602-001191,1319.0,148,1,117812.99,2026-02-16,2026-03-18,Right-sized exuding access,bb3b101f77215170580958e1d4c9298c,approved,False,
1192,INV-202506-001192,1320.0,148,1,268740.75,2025-06-22,2025-07-22,Function-based full-range data-warehouse,c3d365d13dc21100495eb2603e982fe6,approved,False,
